PWS ID,PWS Name,Contaminant,MCL,Location Has a Full Set of Results,Average Above MCL,Average Result,Facility ID,Facility Name,Sample Point ID,Sample Point Name,PWS Size,Facility Water Type,Sample Point Type,EPA Region,State
FL6290333,HCPUD/SEABOARD UTILITIES,PFOS,0.0040 æg/L,Y,Y,0.0048,00001,Consecutive Connection,0333001,Canterbury Lakes Interconnect with COT,L,SW,EP,Region 4,FL
FL6290787,HCPUD/SOUTH-CENTRAL,PFOS,0.0040 æg/L,Y,Y,0.0046,00002,Central,0787002,Central WTP POE,L,MX,EP,Region 4,FL
FL6296141,HAWKINS ROAD CAMP,PFOS,0.0040 æg/L,Y,Y,0.0046,1,HAWKINS ROAD CAMP,POE,PLANT TAP,S,GW,EP,Region 4,FL
FL6296193,FLORIDA GOVERMENTAL UTILITY AUTHORITY,PFOS,0.0040 æg/L,Y,Y,0.0054,00001,Consecutive Connection,6193001,Water Plant SP-3,L,SW,EP,Region 4,FL
FL6421144,WEST SIDE CONSOLIDATED,PFOS,0.0040 æg/L,Y,Y,0.0072,00009,Plant 11 (Palm Cay),1144009,Plant 11 - Palm Cay (POE),L,GW,EP,Region 4,FL
FL6421144,WEST SIDE CONSOLIDATED,PFOA,0.0040 æg/L,Y,Y,0.0058,00010,Plant 12 (Pine Run 2),1144010,Plant 12 - Pine Run 2 (POE),L,GW,EP,Region 4,FL
FL6421144,WEST SIDE CONSOLIDATED,PFOS,0.0040 æg/L,Y,Y,0.0089,00010,Plant 12 (Pine Run 2),1144010,Plant 12 - Pine Run 2 (POE),L,GW,EP,Region 4,FL
FL6421144,WEST SIDE CONSOLIDATED,PFOS,0.0040 æg/L,Y,Y,0.0043,00012,Plant 14 (Paddock Downs),1144012,Plant 14 - Paddock Downs (POE),L,GW,EP,Region 4,FL
FL6424652,SPRUCE CREEK UTILITY CO INC.,PFOS,0.0040 æg/L,Y,Y,0.0042,1,SPRUCE CREEK NORTH,AAA,SC NORTH (POE),S,GW,EP,Region 4,FL
FL6510050,ALOHA GARDENS UTILITIES,PFOS,0.0040 æg/L,Y,Y,0.031,3,PLANT #8,65100503,WELL 8 PLANT,S,GW,EP,Region 4,FL
FL6510324,PORT RICHEY WATER DEPT-CITY OF,PFOA,0.0040 æg/L,Y,Y,0.0046,1,PORT RICHEY PLANT,65103241,MAIN PLANT,S,GW,EP,Region 4,FL
FL6510324,PORT RICHEY WATER DEPT-CITY OF,PFOS,0.0040 æg/L,Y,Y,0.018,1,PORT RICHEY PLANT,65103241,MAIN PLANT,S,GW,EP,Region 4,FL
FL6511311,ORANGEWOOD WATER SYSTEM,PFOA,0.0040 æg/L,Y,Y,0.018,1,ORANGEWOOD WELL 1,65113111,OW WELL 1,S,GW,EP,Region 4,FL
FL6511311,ORANGEWOOD WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.078,1,ORANGEWOOD WELL 1,65113111,OW WELL 1,S,GW,EP,Region 4,FL
FL6511311,ORANGEWOOD WATER SYSTEM,PFOA,0.0040 æg/L,Y,Y,0.014,2,ORANGEWOOD WELL 2,65113112,OW WELL 2,S,GW,EP,Region 4,FL
FL6511311,ORANGEWOOD WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.064,2,ORANGEWOOD WELL 2,65113112,OW WELL 2,S,GW,EP,Region 4,FL
FL6511311,ORANGEWOOD WATER SYSTEM,PFOA,0.0040 æg/L,Y,Y,0.015,4,BUENA VISTA WELL #1,65113114,BV WELL 1,S,GW,EP,Region 4,FL
FL6511311,ORANGEWOOD WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.063,4,BUENA VISTA WELL #1,65113114,BV WELL 1,S,GW,EP,Region 4,FL
FL6511311,ORANGEWOOD WATER SYSTEM,PFOA,0.0040 æg/L,Y,Y,0.026,5,BUENA VISTA WELL #2,65113115,BV WELL 2,S,GW,EP,Region 4,FL
FL6511311,ORANGEWOOD WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.076,5,BUENA VISTA WELL #2,65113115,BV WELL 2,S,GW,EP,Region 4,FL
FL6511311,ORANGEWOOD WATER SYSTEM,PFOA,0.0040 æg/L,Y,Y,0.014,6,BEUNA VISTA WELL #3,65113116,BV WELL 3,S,GW,EP,Region 4,FL
FL6511311,ORANGEWOOD WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.04,6,BEUNA VISTA WELL #3,65113116,BV WELL 3,S,GW,EP,Region 4,FL
FL6511361,PCUD-PASCO COUNTY REGIONAL PWS,PFOS,0.0040 æg/L,Y,Y,0.0078,00006,Southeast WTP,1361006,Tap @ WTP,L,MX,EP,Region 4,FL
FL6512020,ZEPHYRHILLS CITY OF,PFOS,0.0040 æg/L,Y,Y,0.0078,00002,Well # 2 (12th Street & 12th Avenue),2020002,Tap @ Well # 2,L,GW,EP,Region 4,FL
FL6512020,ZEPHYRHILLS CITY OF,Hazard Index (HI),1 (unitless),Y,Y,2,00003,Well # 3 (3rd Avenue & Beltram),2020003,Tap @ Well # 3,L,GW,EP,Region 4,FL
FL6512020,ZEPHYRHILLS CITY OF,PFHxS,0.01 æg/L,Y,Y,0.02,00003,Well # 3 (3rd Avenue & Beltram),2020003,Tap @ Well # 3,L,GW,EP,Region 4,FL
FL6512020,ZEPHYRHILLS CITY OF,PFOA,0.0040 æg/L,Y,Y,0.0073,00003,Well # 3 (3rd Avenue & Beltram),2020003,Tap @ Well # 3,L,GW,EP,Region 4,FL
FL6512020,ZEPHYRHILLS CITY OF,PFOS,0.0040 æg/L,Y,Y,0.023,00003,Well # 3 (3rd Avenue & Beltram),2020003,Tap @ Well # 3,L,GW,EP,Region 4,FL
FL6512020,ZEPHYRHILLS CITY OF,PFOS,0.0040 æg/L,Y,Y,0.011,00004,Well # 4 (15th Avenue),2020004,Tap @ Well # 4,L,GW,EP,Region 4,FL
FL6521784,TARPON SPRINGS WATER SYSTEM,PFOA,0.0040 æg/L,Y,Y,0.0095,00001,Grosse Avenue Plant,1784001,Grosse Ave. Plant POE,L,GW,EP,Region 4,FL
FL6521784,TARPON SPRINGS WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.037,00001,Grosse Avenue Plant,1784001,Grosse Ave. Plant POE,L,GW,EP,Region 4,FL
FL6521784,TARPON SPRINGS WATER SYSTEM,PFOA,0.0040 æg/L,Y,Y,0.01,00003,Highland Avenue Plant,1784003,Highland Ave. Plant POE,L,GW,EP,Region 4,FL
FL6521784,TARPON SPRINGS WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.034,00003,Highland Avenue Plant,1784003,Highland Ave. Plant POE,L,GW,EP,Region 4,FL
FL6530431,"DAVENPORT, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0046,1,DAVENPORT W.T.P. # 1,WTP1,WTP #1 Sample Tap,S,GW,EP,Region 4,FL
FL6530431,"DAVENPORT, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0062,2,DAVENPORT W.T.P. # 2,WTP2,WTP #2 Sample Tap,S,GW,EP,Region 4,FL
FL6531992,WINTER HAVEN WATER DEPARTMENT,PFOS,0.0040 æg/L,Y,Y,0.0053,00005,Eloisewood WTP,1992005,Eloisewood WTP POE,L,GW,EP,Region 4,FL
FL6531992,WINTER HAVEN WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.0058,00011,Winterset Garden WTP,1992011,Winterset Garden WTP POE,L,GW,EP,Region 4,FL
FL6531992,WINTER HAVEN WATER DEPARTMENT,PFOS,0.0040 æg/L,Y,Y,0.0055,00011,Winterset Garden WTP,1992011,Winterset Garden WTP POE,L,GW,EP,Region 4,FL
FL6600990,LAKE PANASOFFKEE WATER ASSN 2WPS,Hazard Index (HI),1 (unitless),Y,Y,2,1,L.P.W.A. PLANT 1 (WELL 1),66009901,"WP1 (WELL 1, AAC0388)",S,GW,EP,Region 4,FL
FL6600990,LAKE PANASOFFKEE WATER ASSN 2WPS,PFHxS,0.01 æg/L,Y,Y,0.02,1,L.P.W.A. PLANT 1 (WELL 1),66009901,"WP1 (WELL 1, AAC0388)",S,GW,EP,Region 4,FL
FL6600990,LAKE PANASOFFKEE WATER ASSN 2WPS,PFOA,0.0040 æg/L,Y,Y,0.0061,1,L.P.W.A. PLANT 1 (WELL 1),66009901,"WP1 (WELL 1, AAC0388)",S,GW,EP,Region 4,FL
FL6600990,LAKE PANASOFFKEE WATER ASSN 2WPS,PFOS,0.0040 æg/L,Y,Y,0.044,1,L.P.W.A. PLANT 1 (WELL 1),66009901,"WP1 (WELL 1, AAC0388)",S,GW,EP,Region 4,FL
FL6600990,LAKE PANASOFFKEE WATER ASSN 2WPS,PFOA,0.0040 æg/L,Y,Y,0.0064,3,L.P.W.A. PLANT 3 (WELLS 3 & 6),66009903,WP3 (WELL 3 AND WELL 6),S,GW,EP,Region 4,FL
FL6600990,LAKE PANASOFFKEE WATER ASSN 2WPS,PFOS,0.0040 æg/L,Y,Y,0.03,3,L.P.W.A. PLANT 3 (WELLS 3 & 6),66009903,WP3 (WELL 3 AND WELL 6),S,GW,EP,Region 4,FL
FL6604862,LITTLE SUMTER UTILITIES 3WPS,PFOA,0.0040 æg/L,Y,Y,0.0043,00002,Plant #3,4862002,Tap @ Plant #3,L,GW,EP,Region 4,FL
GA0230000,COCHRAN,PFOS,0.0040 æg/L,Y,Y,0.01,205,COCHRAN,305,Anne St Well Plant,S,GW,EP,Region 4,GA
GA0510002,PORT WENTWORTH,PFOS,0.0040 æg/L,Y,Y,0.0046,104,PORT WENTWORTH,304,SAVANNAH I & D,S,SW,EP,Region 4,GA
GA0570003,"WOODSTOCK, GA",PFOA,0.0040 æg/L,Y,Y,0.0058,23357,Dupree 2 TP (WSK-C2B),304,Finished Water Tap,L,GW,EP,Region 4,GA
GA0570003,"WOODSTOCK, GA",PFOA,0.0040 æg/L,Y,Y,0.0046,23359,Rivercrest TP (WSK-C6),305,Finished Water Tap,L,GW,EP,Region 4,GA
GA0630000,CLAYTON COUNTY WATER AUTHORITY,PFOA,0.0040 æg/L,Y,Y,0.0066,00574,William Hooper Filter Plant,301,Finished Water Tap,L,SW,EP,Region 4,GA
GA0630000,CLAYTON COUNTY WATER AUTHORITY,PFOS,0.0040 æg/L,Y,Y,0.0066,00574,William Hooper Filter Plant,301,Finished Water Tap,L,SW,EP,Region 4,GA
GA0630000,CLAYTON COUNTY WATER AUTHORITY,PFOA,0.0040 æg/L,Y,Y,0.006,16130,Noah`s Ark Tank Farm,302,Sample Tap @ Tanks,L,SW,EP,Region 4,GA
GA0630000,CLAYTON COUNTY WATER AUTHORITY,PFOS,0.0040 æg/L,Y,Y,0.0071,16130,Noah`s Ark Tank Farm,302,Sample Tap @ Tanks,L,SW,EP,Region 4,GA
GA1290000,CALHOUN,PFOA,0.0040 æg/L,Y,Y,0.013,01123,Mauldin Road Water Plant,301,Finished Water Tap,L,SW,EP,Region 4,GA
GA1290000,CALHOUN,PFOS,0.0040 æg/L,Y,Y,0.0082,01123,Mauldin Road Water Plant,301,Finished Water Tap,L,SW,EP,Region 4,GA
GA1290000,CALHOUN,PFOA,0.0040 æg/L,Y,Y,0.014,16076,Brittany Drive Water Plant,303,Finished Water Tap,L,GU,EP,Region 4,GA
GA1290000,CALHOUN,PFOS,0.0040 æg/L,Y,Y,0.015,16076,Brittany Drive Water Plant,303,Finished Water Tap,L,GU,EP,Region 4,GA
GA1450011,HARRIS COUNTY WATER SYSTEM,PFOA,0.0040 æg/L,Y,Y,0.0052,01251,Harris Co. Water Plant,301,Finished Water Tap,L,SW,EP,Region 4,GA
GA1450011,HARRIS COUNTY WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.0064,01251,Harris Co. Water Plant,301,Finished Water Tap,L,SW,EP,Region 4,GA
GA1450011,HARRIS COUNTY WATER SYSTEM,PFOA,0.0040 æg/L,Y,Y,0.0042,12501,Columbus,305,Columbus Connector,L,SW,EP,Region 4,GA
GA1450011,HARRIS COUNTY WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.0062,12501,Columbus,305,Columbus Connector,L,SW,EP,Region 4,GA
GA1530000,"CENTERVILLE, GA",PFOA,0.0040 æg/L,Y,Y,0.0052,3,Old Stone Crossing HL,3,Old Stone HL,L,GW,EP,Region 4,GA
GA1690000,GRAY,PFOA,0.0040 æg/L,Y,Y,0.0056,202,GRAY,302,FINISHED WATER TAP,S,GW,EP,Region 4,GA
GA1690000,GRAY,PFOS,0.0040 æg/L,Y,Y,0.0054,202,GRAY,302,FINISHED WATER TAP,S,GW,EP,Region 4,GA
GA2450000,AUGUSTA-RICHMOND CO WS,PFOS,0.0040 æg/L,Y,Y,0.013,02044,Peachtree Orchard Plant,301,Finished Water Tap,L,GW,EP,Region 4,GA
GA2450000,AUGUSTA-RICHMOND CO WS,Hazard Index (HI),1 (unitless),Y,Y,4,03146,Bush Field Plant,302,Finished Water Tap,L,GW,EP,Region 4,GA
GA2450000,AUGUSTA-RICHMOND CO WS,PFHxS,0.01 æg/L,Y,Y,0.04,03146,Bush Field Plant,302,Finished Water Tap,L,GW,EP,Region 4,GA
GA2450000,AUGUSTA-RICHMOND CO WS,PFOA,0.0040 æg/L,Y,Y,0.027,03146,Bush Field Plant,302,Finished Water Tap,L,GW,EP,Region 4,GA
GA2450000,AUGUSTA-RICHMOND CO WS,PFOS,0.0040 æg/L,Y,Y,0.044,03146,Bush Field Plant,302,Finished Water Tap,L,GW,EP,Region 4,GA
GA2910000,BLAIRSVILLE,PFOS,0.0040 æg/L,Y,Y,0.0044,202,BLAIRSVILLE HEAD,302,HEAD FINISHED WATER TAP,S,GW,EP,Region 4,GA
GU0000006,GWA NORTHERN WATER SYSTEM,PFHxS,0.01 æg/L,Y,Y,0.03,60004,Well A-4,61004T,Tap after Chlorinator for A-4,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOA,0.0040 æg/L,Y,Y,0.0073,60004,Well A-4,61004T,Tap after Chlorinator for A-4,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.015,60004,Well A-4,61004T,Tap after Chlorinator for A-4,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.015,60008,Well A-8,61008T,Tap after Chlorinator for A-8,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOA,0.0040 æg/L,Y,Y,0.013,60009,Well A-9,61009T,Tap after Chlorinator for A-9,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.012,60009,Well A-9,61009T,Tap after Chlorinator for A-9,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.061,60013,Well A-13,61013T,Tap after Chlorinator for A-13,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.01,60014,Well A-14,61014T,Tap after Chlorinator for A-14,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.016,60015,Well A-15,61015T,Tap after Chlorinator for A-15,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.0099,60017,Well A-17,61017T,Tap after Chlorinator for A-17,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.012,60019,Well A-19,61019T,Tap after Chlorinator for A-19,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.0094,60031,Well A-31,61031T,Tap after Chlorinator for A-31,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.013,60032,Well A-32,61032T,Tap after Chlorinator for A-32,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.0062,60093,Well M-21,61093T,Tap after Chlorinator for M-21,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.0073,60099,Well M-18,61099T,Tap after Chlorinator for M-18,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,Hazard Index (HI),1 (unitless),Y,Y,4,60101,Well NAS-1,61101T,Tap after Chlorinator for NAS-1,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFHxS,0.01 æg/L,Y,Y,0.04,60101,Well NAS-1,61101T,Tap after Chlorinator for NAS-1,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOA,0.0040 æg/L,Y,Y,0.0092,60101,Well NAS-1,61101T,Tap after Chlorinator for NAS-1,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.068,60101,Well NAS-1,61101T,Tap after Chlorinator for NAS-1,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.0054,60102,Well Y-1,61102T,Tap after Chlorinator for Y-1,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOA,0.0040 æg/L,Y,Y,0.0067,60110,Well Y-9,61110T,Tap after Chlorinator for Y-9,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.0071,60110,Well Y-9,61110T,Tap after Chlorinator for Y-9,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,Hazard Index (HI),1 (unitless),Y,Y,2,60127,Well A-30,61127T,Tap after Chlorinator for A-30,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFHxS,0.01 æg/L,Y,Y,0.02,60127,Well A-30,61127T,Tap after Chlorinator for A-30,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.046,60127,Well A-30,61127T,Tap after Chlorinator for A-30,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,Hazard Index (HI),1 (unitless),Y,Y,3,60133,Well D-17A,60133T,Tap after Chlorinator for D-17A,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFHxS,0.01 æg/L,Y,Y,0.03,60133,Well D-17A,60133T,Tap after Chlorinator for D-17A,L,GW,EP,Region 9,GU
GU0000006,GWA NORTHERN WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.0064,60998,Tumon-Maui,MAUIT,Tap after Chlorinator for Tumon-Maui,L,GW,EP,Region 9,GU
IA9778054,SIOUX CITY WATER SUPPLY,Hazard Index (HI),1 (unitless),Y,Y,3,90001,Southbridge Plant,EP002,HS Tap,L,GU,EP,Region 7,IA
IA9778054,SIOUX CITY WATER SUPPLY,PFHxS,0.01 æg/L,Y,Y,0.03,90001,Southbridge Plant,EP002,HS Tap,L,GU,EP,Region 7,IA
ID4010022,CAPITOL WATER CORP,Hazard Index (HI),1 (unitless),Y,Y,4,A0003810,CAPITOL WATER CORP,WELL3,Sample Tap Well 3,S,GW,EP,Region 10,ID
ID4010022,CAPITOL WATER CORP,PFNA,0.01 æg/L,Y,Y,0.04,A0003810,CAPITOL WATER CORP,WELL3,Sample Tap Well 3,S,GW,EP,Region 10,ID
ID4010022,CAPITOL WATER CORP,PFOA,0.0040 æg/L,Y,Y,0.0058,D0001888,CAPITOL WATER CORP,WELL7,Sample Tap Well 7,S,GW,EP,Region 10,ID
ID4010022,CAPITOL WATER CORP,PFOS,0.0040 æg/L,Y,Y,0.0095,D0001888,CAPITOL WATER CORP,WELL7,Sample Tap Well 7,S,GW,EP,Region 10,ID
ID4010022,CAPITOL WATER CORP,PFOS,0.0040 æg/L,Y,Y,0.0043,E0008319,CAPITOL WATER CORP,WELL5NEW,Sample Tap Well #5 New,S,GW,EP,Region 10,ID
IL0890800,SOUTH ELGIN,PFOA,0.0040 æg/L,Y,Y,0.0054,00002,TP 2 (Well 4),TP02,Entry Point to Dist. System,L,GW,EP,Region 5,IL
IL0950200,GALESBURG,PFOA,0.0040 æg/L,Y,Y,0.011,00002,Water Treatment Plant,TP02,Finished Water,L,GW,EP,Region 5,IL
IL1435030,IL AMERICAN-PEORIA,PFOS,0.0040 æg/L,Y,Y,0.0041,00001,TP01-IL River Treatment Plant,TP01,TP01 sample tap,L,MX,EP,Region 5,IL
IL1770200,FREEPORT,PFOS,0.0040 æg/L,Y,Y,0.011,00001,TP 1 (Filter Plant),TP01,TP 1 Finished Water,L,GW,EP,Region 5,IL
IL1970250,CREST HILL,PFOA,0.0040 æg/L,Y,Y,0.012,00001,TP 1 (Well 1),TP01,TP 1 Finished Water,L,GW,EP,Region 5,IL
IL1970250,CREST HILL,PFOA,0.0040 æg/L,Y,Y,0.0067,00005,TP 5 (Well 7),TP05,TP 5 Finished Water,L,GW,EP,Region 5,IL
IL1970250,CREST HILL,PFOA,0.0040 æg/L,Y,Y,0.0076,00008,TP 8 (Well 10),TP08,TP 8 Finished Water,L,GW,EP,Region 5,IL
IN5207001,BROWN COUNTY WATER UTILITY,PFOA,0.0040 æg/L,Y,Y,0.0065,26437,Jackson County Connection,EP004,Entry Point from Jackson Co.,L,GW,EP,Region 5,IN
IN5207001,BROWN COUNTY WATER UTILITY,PFOS,0.0040 æg/L,Y,Y,0.0053,26437,Jackson County Connection,EP004,Entry Point from Jackson Co.,L,GW,EP,Region 5,IN
IN5210003,INDIANA AMERICAN WATER - CHARLESTOWN,PFOA,0.0040 æg/L,Y,Y,0.013,TP001,INDIANA AMERICAN WATER - CHARLESTOWN,EP001,TREATMENT PLANT,S,GW,EP,Region 5,IN
IN5210006,MARYSVILLE OTISCO NABB WATER CORP.,PFOA,0.0040 æg/L,Y,Y,0.014,CC001,MARYSVILLE OTISCO NABB PUMP STATION,EP001,INDIANA AMERICAN MASTER METER,S,GW,EP,Region 5,IN
IN5271014,SOUTH BEND WATER WORKS,PFOA,0.0040 æg/L,Y,Y,0.0071,17956,Treatment Plant #6,EP006,North Station Entry Point,L,GW,EP,Region 5,IN
IN5271014,SOUTH BEND WATER WORKS,Hazard Index (HI),1 (unitless),Y,Y,2,17958,Treatment Plant #8,EP008,Pinhook Entry Point,L,GW,EP,Region 5,IN
IN5271014,SOUTH BEND WATER WORKS,PFHxS,0.01 æg/L,Y,Y,0.02,17958,Treatment Plant #8,EP008,Pinhook Entry Point,L,GW,EP,Region 5,IN
IN5271014,SOUTH BEND WATER WORKS,PFOA,0.0040 æg/L,Y,Y,0.005,17958,Treatment Plant #8,EP008,Pinhook Entry Point,L,GW,EP,Region 5,IN
IN5284015,WEST TERRE HAUTE WATER,PFOS,0.0040 æg/L,Y,Y,0.0067,TP001,WEST TERRE HAUTE WATER,EP001,WELLS 1 & 2,S,GW,EP,Region 5,IN
KS2000911,"GREAT BEND, CITY OF",Hazard Index (HI),1 (unitless),Y,Y,4,00006,Crescent Park #5,00120362,Entry Point to Dist. System,L,GW,EP,Region 7,KS
KS2000911,"GREAT BEND, CITY OF",PFHxS,0.01 æg/L,Y,Y,0.04,00006,Crescent Park #5,00120362,Entry Point to Dist. System,L,GW,EP,Region 7,KS
KS2000911,"GREAT BEND, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.008,00006,Crescent Park #5,00120362,Entry Point to Dist. System,L,GW,EP,Region 7,KS
KS2000911,"GREAT BEND, CITY OF",Hazard Index (HI),1 (unitless),Y,Y,2,00007,McKinley #9,00120379,Entry Point to Dist. System,L,GW,EP,Region 7,KS
KS2000911,"GREAT BEND, CITY OF",PFHxS,0.01 æg/L,Y,Y,0.02,00007,McKinley #9,00120379,Entry Point to Dist. System,L,GW,EP,Region 7,KS
KS2006114,FRUSI WATER TREATMENT PLANT,Hazard Index (HI),1 (unitless),Y,Y,2,00001,Main Post (8 Wells),00115759,Entry Point to Dist. System,L,GW,EP,Region 7,KS
KS2006114,FRUSI WATER TREATMENT PLANT,PFHxS,0.01 æg/L,Y,Y,0.02,00001,Main Post (8 Wells),00115759,Entry Point to Dist. System,L,GW,EP,Region 7,KS
KS2006114,FRUSI WATER TREATMENT PLANT,PFOA,0.0040 æg/L,Y,Y,0.014,00001,Main Post (8 Wells),00115759,Entry Point to Dist. System,L,GW,EP,Region 7,KS
KS2006114,FRUSI WATER TREATMENT PLANT,PFOS,0.0040 æg/L,Y,Y,0.0044,00001,Main Post (8 Wells),00115759,Entry Point to Dist. System,L,GW,EP,Region 7,KS
KY0300387,S E DAVIESS CO WATER DISTRICT,PFOA,0.0040 æg/L,Y,Y,0.0045,05929,East Daviess County Intertie,EP002,EPTDS - 6781 Kingston Ct - Summit,L,GW,EP,Region 4,KY
KY0300467,WHITESVILLE WATER WORKS,PFOA,0.0040 æg/L,Y,Y,0.0055,00001,OMU Connection,EP001,Pump Station,S,GW,EP,Region 4,KY
KY1050157,GEORGETOWN MUNICIPAL WATER SERVICE,PFOS,0.0040 æg/L,Y,Y,0.0059,10000,Georgetown Municipal Water and Sewer,TPA,Entry Point to the system,L,GU,EP,Region 4,KY
MA2002000,ACTON WATER SUPPLY DISTRICT,PFOA,0.0040 æg/L,Y,Y,0.012,00030,North Acton WTP,19252,Entry Point to Dist. System,L,GU,EP,Region 1,MA
MA2002000,ACTON WATER SUPPLY DISTRICT,PFOA,0.0040 æg/L,Y,Y,0.0069,00032,South Acton WTP,MULT14,Entry Point to the Distribution System,L,GU,EP,Region 1,MA
MA2002000,ACTON WATER SUPPLY DISTRICT,PFOS,0.0040 æg/L,Y,Y,0.0046,00032,South Acton WTP,MULT14,Entry Point to the Distribution System,L,GU,EP,Region 1,MA
MA2002000,ACTON WATER SUPPLY DISTRICT,PFOA,0.0040 æg/L,Y,Y,0.0049,00048,Central Acton WTP,MULT16,Entry Point to the Dist. System,L,GW,EP,Region 1,MA
MA2002000,ACTON WATER SUPPLY DISTRICT,PFOS,0.0040 æg/L,Y,Y,0.0046,00048,Central Acton WTP,MULT16,Entry Point to the Dist. System,L,GW,EP,Region 1,MA
MA2134000,"HOLDEN WATER DIVISION, DPW",PFOA,0.0040 æg/L,Y,Y,0.0042,00001,Spring Street Well,19984,Entry Point to Dist. System,L,GW,EP,Region 1,MA
MA2174000,"MAYNARD DPW, WATER DIVISION",PFOA,0.0040 æg/L,Y,Y,0.006,10001,Old Marlboro Road WTP,EP01,Entry Point to Dist. System,L,GW,EP,Region 1,MA
MA2186000,"AQUARION WATER COMPANY, MILLBURY",PFOA,0.0040 æg/L,Y,Y,0.0056,218600001G,MILLBURY AVE DUG WELL (24 WIDE),01G,TREATED: MILLBURY AVENUE WELL,S,GU,EP,Region 1,MA
MA2187000,MILLIS WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0067,218700003G,WELL 3,03G,FINISHED: WELL #3 VILLAGE ST. WTF,S,GW,EP,Region 1,MA
MA2187000,MILLIS WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.0073,218700003G,WELL 3,03G,FINISHED: WELL #3 VILLAGE ST. WTF,S,GW,EP,Region 1,MA
MA2232000,PEPPERELL DPW WATER DIVISION,PFOA,0.0040 æg/L,Y,Y,0.0076,223200003G,JERSEY STREET GRAVEL PACKED WELL,03G,TREATED: JERSEY STREET,S,GW,EP,Region 1,MA
